k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ovatus (ID180606)  -0.00396605164761
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Bifidobacteriales, f__Bifidobacteriaceae, g__Bifidobacterium, s__ (ID1142029)  -0.000949619981653
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID367946)  3.11523983313e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae, g__Sutterella, s__ (ID215097)  -0.000163074904481
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID181644)  2.51988012899e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID182890)  -1.23784159546e-06
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__amylolyticus (ID4431592)  0.000182928888148
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Odoribacteraceae], g__Butyricimonas, s__ (ID4333921)  9.19462116929e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID192784)  -9.56369919087e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Brevibacteriaceae, g__Brevibacterium, s__paucivorans (ID969248)  -2.4969966002e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID2046330)  -2.71764565195e-05
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Serratia, s__marcescens (ID560465)  2.03418441135e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID192983)  -7.44287276897e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__MKC10, f__, g__, s__ (ID199089)  -1.53547706051e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID842193)  -6.15138257475e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__ (ID177037)  0.000148413531385
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__ (ID650171)  8.42830684587e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID828333)  -1.56372867904e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__gnavus (ID185088)  -1.5017077532e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Parabacteroides, s__distasonis (ID4365130)  0.00250065960318
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID16340)  -0.000221237619937
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Roseburia, s__ (ID174998)  0.000108688124426
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID348748)  -5.6044490121e-05
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__ (ID4333237)  9.61213442254e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID194443)  3.66483679661e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID268440)  -4.69829382284e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID180509)  0.000730695976784
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__ (ID1763286)  -4.23428380588e-05
k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__Adlercreutzia, s__ (ID173965)  7.77808433868e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID516553)  -5.07352435215e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID2835813)  -3.28942294599e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__ (ID195028)  -1.56506571173e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID294289)  -1.25860272609e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Anaerostipes, s__ (ID543643)  -2.53636089372e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID4403974)  -2.00394911395e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID184394)  1.40548707395e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Faecalibacterium, s__prausnitzii (ID358654)  1.16355287651e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__gnavus (ID4426051)  0.00029516630602
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID3609803)  3.12745046185e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID193968)  -0.000121213936545
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID198332)  -2.73754415554e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID195805)  -3.97604323876e-05
k__Bacteria, p__Tenericutes, c__Mollicutes, o__RF39, f__, g__, s__ (ID580081)  -1.48880756437e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID180511)  -1.42949743919e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID190309)  -1.5884589297e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID185232)  2.36619578295e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__caccae (ID2599837)  -3.6947659484e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID4435400)  7.79644249245e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID181903)  -3.0338097926e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Phascolarctobacterium, s__ (ID528753)  -1.12026888306e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID174911)  -2.16982215721e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID525082)  -3.85840779604e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__ (ID310215)  -0.000261587268237
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Odoribacteraceae], g__Odoribacter, s__ (ID4454586)  9.04895279981e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID186876)  -1.45145033173e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__ (ID2740950)  -0.00112856695802
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID1652947)  -5.11346421138e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID4315782)  -4.53304722919e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID4372382)  8.03011607528e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID295861)  -7.38139931949e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID193235)  0.000169576706797
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Kocuria, s__rhizophila (ID255732)  -3.07374002055e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__ (ID158222)  -2.31175566297e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__ (ID627429)  7.38925833975e-06
k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__, s__ (ID181468)  -2.57224971602e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID540055)  -5.09309863813e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID176306)  -0.000585091483549
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID528692)  -9.49761464133e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID2550809)  1.87697260399e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID184178)  -9.43781749678e-06
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__ (ID4380886)  4.5124677611e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID4225004)  1.53489492387e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__ (ID147484)  4.06614710504e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID172233)  6.9513791457e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID315220)  -3.28367559452e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__ (ID183089)  -0.000307503173876
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID192255)  3.2847485882e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Dialister, s__ (ID753638)  0.000212520843869
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__, g__, s__ (ID2651351)  -1.61093276163e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID194686)  0.000164604196984
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID180881)  -5.13551212632e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID183296)  -0.000233633743305
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID25461)  9.86062023221e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID300870)  -2.54108356424e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__ (ID191389)  -7.69575770533e-06
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__, s__ (ID139137)  -0.00051487502139
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID4442699)  -8.07860291653e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uniformis (ID4435664)  -8.34821872975e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uniformis (ID4250634)  -2.00153596475e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID4451899)  -5.38863876066e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID36892)  -5.93861841913e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID182089)  1.46195252477e-05
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__ (ID3020733)  4.65966717081e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID197750)  -2.46131950592e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID130103)  -2.19332540558e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__ (ID760967)  1.87869987226e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID2233608)  -0.000393763409249
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__gnavus (ID190908)  -9.37837159408e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID174489)  2.6019196828e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__[Prevotella], s__ (ID4430581)  4.74038224429e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID354334)  -5.14304400611e-05
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__ (ID9727)  7.36039099707e-06
k__Bacteria, p__Tenericutes, c__Mollicutes, o__RF39, f__, g__, s__ (ID3584772)  3.10254956626e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__ (ID138179)  0.000910048734708
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID230479)  -2.19153392022e-05
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Klebsiella, s__ (ID511908)  1.35390522018e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Paludibacter, s__ (ID220679)  5.31057497878e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__ (ID495017)  5.18249922456e-06
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__fragi (ID327694)  -0.00115360707138
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID179358)  0.000141864885158
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID818509)  -1.10874080358e-05
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__, g__, s__ (ID325850)  -0.000278646642802
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID1667433)  6.2383545391e-05
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Providencia, s__stuartii (ID1116679)  4.18984342524e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID194223)  -6.86539883032e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID174033)  -1.84818954891e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID2170536)  -1.44707125561e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID295417)  -1.71559819207e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__ (ID191797)  -1.61553811772e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Odoribacteraceae], g__Butyricimonas, s__ (ID535549)  4.59013501516e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID199716)  -1.98323230198e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID1051082)  4.54040634616e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID181452)  -6.73833951315e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__ (ID178382)  1.65046719548e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Parabacteroides, s__ (ID196219)  7.10961972225e-05
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__ (ID661016)  5.52896719549e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID105538)  -7.04454831433e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID125624)  0.000113118208834
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID521792)  -1.56878230046e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID198468)  -3.95658239333e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID47477)  -2.45915997006e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__ (ID182033)  -5.32048241647e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID514257)  -2.9765975414e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Lachnospira, s__ (ID346302)  -3.53634092116e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID270811)  -6.81699978505e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID173773)  -0.000381518499266
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus, s__ (ID224813)  0.00306334217127
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__ (ID2035344)  3.84439082912e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__ (ID851668)  -0.000276931735311
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uniformis (ID4401375)  1.06408646941e-05
k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio, s__ (ID113978)  -9.73269552141e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__ (ID190233)  -4.76811928082e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID133719)  -5.30876811512e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID190220)  -4.16316636948e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Ellin6067, f__, g__, s__ (ID306436)  -2.79196018051e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID197344)  7.52073346265e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__SMB53, s__ (ID319708)  -2.35723474351e-06
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__ (ID12574)  6.70832264918e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID199694)  7.04219164625e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID194870)  -7.4656835303e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID230232)  6.21290674968e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID295737)  -5.44969782346e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID339035)  -7.81352007888e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__ (ID228556)  7.9107759968e-06
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__ (ID4407939)  3.00518314427e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID178353)  -3.91742192242e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae, g__Neisseria, s__subflava (ID4298899)  7.24443924101e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID174300)  -5.31503436699e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID1790209)  -6.95811916259e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID181204)  1.928699634e-05
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID36075)  -4.93613564502e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__ (ID528421)  7.4372030303e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__ (ID4470706)  -2.57535903525e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID288651)  5.3029917131e-05
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID2992128)  0.000161731895857
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__ (ID103606)  -6.84208593337e-06
